games,percentage
50,0.54
100,0.61
150,0.6333333333333333
200,0.645
250,0.656
300,0.68
350,0.6771428571428572
400,0.68
450,0.6844444444444444
500,0.694
550,0.6909090909090909
600,0.695
650,0.6938461538461539
700,0.6928571428571428
750,0.6826666666666666
800,0.68125
850,0.6823529411764706
900,0.6755555555555556
950,0.6789473684210526
1000,0.684
1050,0.6819047619047619
1100,0.6809090909090909
1150,0.6843478260869565
1200,0.6841666666666667
1250,0.684
1300,0.686923076923077
1350,0.6851851851851852
1400,0.6857142857142857
1450,0.6834482758620689
1500,0.6813333333333333
1550,0.6851612903225807
1600,0.685
1650,0.686060606060606
1700,0.6876470588235294
1750,0.6891428571428572
1800,0.69
1850,0.6864864864864865
1900,0.6852631578947368
1950,0.6866666666666666
2000,0.6875
2050,0.6863414634146342
2100,0.6871428571428572
2150,0.6846511627906977
2200,0.6836363636363636
2250,0.6822222222222222
2300,0.6839130434782609
2350,0.6825531914893617
2400,0.6825
2450,0.6848979591836735
2500,0.6848
2550,0.6831372549019608
2600,0.683076923076923
2650,0.6852830188679245
2700,0.6877777777777778
2750,0.6887272727272727
2800,0.6892857142857143
2850,0.6915789473684211
2900,0.6913793103448276
2950,0.6901694915254237
3000,0.6893333333333334
3050,0.6875409836065574
3100,0.6880645161290323
3150,0.6863492063492064
3200,0.688125
3250,0.687076923076923
3300,0.686060606060606
3350,0.6853731343283582
3400,0.6855882352941176
3450,0.6846376811594203
3500,0.6848571428571428
3550,0.6845070422535211
3600,0.6833333333333333
3650,0.6824657534246575
3700,0.6805405405405406
3750,0.6810666666666667
3800,0.6813157894736842
3850,0.6818181818181818
3900,0.6820512820512821
3950,0.6822784810126582
4000,0.68275
4050,0.6832098765432099
4100,0.6834146341463415
4150,0.6836144578313254
4200,0.6835714285714286
4250,0.6832941176470588
4300,0.6834883720930233
4350,0.6832183908045977
4400,0.6836363636363636
4450,0.6831460674157304
4500,0.6835555555555556
4550,0.6846153846153846
4600,0.6852173913043478
4650,0.6864516129032258
4700,0.6868085106382978
4750,0.6871578947368421
4800,0.6885416666666667
4850,0.6892783505154639
4900,0.6895918367346939
4950,0.6894949494949495
5000,0.69
5050,0.6895049504950495
5100,0.6901960784313725
5150,0.6895145631067962
5200,0.6894230769230769
5250,0.688952380952381
5300,0.6884905660377358
5350,0.6884112149532711
5400,0.6894444444444444
5450,0.6897247706422018
5500,0.6892727272727273
5550,0.6884684684684684
5600,0.6878571428571428
5650,0.6883185840707965
5700,0.6878947368421052
5750,0.6885217391304348
5800,0.6898275862068965
5850,0.6897435897435897
5900,0.6896610169491525
5950,0.6904201680672268
6000,0.6906666666666667
6050,0.6897520661157025
6100,0.6888524590163935
6150,0.6895934959349593
6200,0.6895161290322581
6250,0.68896
6300,0.6887301587301587
6350,0.6886614173228346
6400,0.6878125
6450,0.6882170542635659
6500,0.6876923076923077
6550,0.6882442748091603
6600,0.6887878787878788
6650,0.6887218045112782
6700,0.6894029850746268
6750,0.6888888888888889
6800,0.6877941176470588
6850,0.6875912408759124
6900,0.6878260869565217
6950,0.6883453237410072
7000,0.6881428571428572
7050,0.6883687943262411
7100,0.6884507042253522
7150,0.6886713286713286
7200,0.6890277777777778
7250,0.6885517241379311
7300,0.6897260273972603
7350,0.6906122448979591
7400,0.69
7450,0.6902013422818792
7500,0.6905333333333333
7550,0.6895364238410596
7600,0.69
7650,0.6899346405228758
7700,0.6894805194805195
7750,0.6896774193548387
7800,0.69
7850,0.6898089171974522
7900,0.6897468354430379
7950,0.689937106918239
8000,0.689875
8050,0.6899378881987578
8100,0.6903703703703704
8150,0.6904294478527607
8200,0.6907317073170731
8250,0.6909090909090909
8300,0.6906024096385542
8350,0.6905389221556886
8400,0.6901190476190476
8450,0.6902958579881657
8500,0.6904705882352942
8550,0.6905263157894737
8600,0.6903488372093023
8650,0.6905202312138728
8700,0.6908045977011494
8750,0.6906285714285715
8800,0.6901136363636363
8850,0.6907344632768362
8900,0.6906741573033708
8950,0.6912849162011173
9000,0.6913333333333334
9050,0.6903867403314917
9100,0.6901098901098901
9150,0.6904918032786885
9200,0.6904347826086956
9250,0.6907027027027027
9300,0.6906451612903226
9350,0.6910160427807487
9400,0.6907446808510638
9450,0.6908994708994709
9500,0.6905263157894737
9550,0.6902617801047121
9600,0.6905208333333334
9650,0.690880829015544
9700,0.691340206185567
9750,0.6912820512820513
9800,0.6910204081632653
9850,0.6912690355329949
9900,0.6913131313131313
9950,0.6910552763819096
10000,0.691
