games,percentage
50,0.64
100,0.6
150,0.6133333333333333
200,0.635
250,0.624
300,0.6366666666666667
350,0.6514285714285715
400,0.6325
450,0.6333333333333333
500,0.638
550,0.6381818181818182
600,0.64
650,0.6369230769230769
700,0.6414285714285715
750,0.6386666666666667
800,0.63625
850,0.6435294117647059
900,0.6388888888888888
950,0.6389473684210526
1000,0.642
1050,0.6371428571428571
1100,0.6372727272727273
1150,0.64
1200,0.6391666666666667
1250,0.636
1300,0.6384615384615384
1350,0.6385185185185185
1400,0.6378571428571429
1450,0.643448275862069
1500,0.644
1550,0.6374193548387097
1600,0.636875
1650,0.6345454545454545
1700,0.6347058823529412
1750,0.6337142857142857
1800,0.6305555555555555
1850,0.6275675675675676
1900,0.6247368421052631
1950,0.6271794871794871
2000,0.625
2050,0.6253658536585366
2100,0.6252380952380953
2150,0.626046511627907
2200,0.6268181818181818
2250,0.628
2300,0.6269565217391304
2350,0.6276595744680851
2400,0.6279166666666667
2450,0.6297959183673469
2500,0.6296
2550,0.6321568627450981
2600,0.6323076923076923
2650,0.6324528301886793
2700,0.6311111111111111
2750,0.6312727272727273
2800,0.6282142857142857
2850,0.6256140350877193
2900,0.6258620689655172
2950,0.6271186440677966
3000,0.6293333333333333
3050,0.6288524590163934
3100,0.6283870967741936
3150,0.6282539682539683
3200,0.6271875
3250,0.6267692307692307
3300,0.6254545454545455
3350,0.624776119402985
3400,0.6241176470588236
3450,0.623768115942029
3500,0.6245714285714286
3550,0.6225352112676056
3600,0.6216666666666667
3650,0.6208219178082192
3700,0.6216216216216216
3750,0.6208
3800,0.6205263157894737
3850,0.6220779220779221
3900,0.6210256410256411
3950,0.62
4000,0.619
4050,0.6190123456790123
4100,0.6180487804878049
4150,0.6180722891566265
4200,0.6166666666666667
4250,0.616
4300,0.6162790697674418
4350,0.6163218390804598
4400,0.6170454545454546
4450,0.6173033707865169
4500,0.6188888888888889
4550,0.6191208791208791
4600,0.6195652173913043
4650,0.6202150537634409
4700,0.6206382978723404
4750,0.6216842105263158
4800,0.623125
4850,0.622680412371134
4900,0.623061224489796
4950,0.6226262626262626
5000,0.6234
5050,0.6225742574257426
5100,0.6227450980392157
5150,0.6240776699029126
5200,0.6248076923076923
5250,0.6255238095238095
5300,0.6245283018867924
5350,0.6241121495327103
5400,0.6237037037037036
5450,0.6229357798165137
5500,0.6221818181818182
5550,0.6216216216216216
5600,0.6210714285714286
5650,0.6221238938053097
5700,0.6226315789473684
5750,0.6229565217391304
5800,0.623448275862069
5850,0.6237606837606837
5900,0.6233898305084746
5950,0.6235294117647059
6000,0.6233333333333333
6050,0.6229752066115702
6100,0.6236065573770492
6150,0.6242276422764228
6200,0.6245161290322581
6250,0.62416
6300,0.6242857142857143
6350,0.6245669291338583
6400,0.625
6450,0.6257364341085271
6500,0.6263076923076923
6550,0.6262595419847328
6600,0.6262121212121212
6650,0.6260150375939849
6700,0.6261194029850746
6750,0.6266666666666667
6800,0.6255882352941177
6850,0.6261313868613139
6900,0.6253623188405797
6950,0.6263309352517986
7000,0.6262857142857143
7050,0.6259574468085106
7100,0.6260563380281691
7150,0.626993006993007
7200,0.6263888888888889
7250,0.6267586206896552
7300,0.6267123287671232
7350,0.6259863945578231
7400,0.6264864864864865
7450,0.6265771812080537
7500,0.6264
7550,0.6263576158940397
7600,0.6271052631578947
7650,0.6271895424836601
7700,0.6274025974025974
7750,0.6274838709677419
7800,0.6276923076923077
7850,0.6277707006369426
7900,0.6275949367088608
7950,0.6279245283018868
8000,0.628
8050,0.6277018633540372
8100,0.6283950617283951
8150,0.6283435582822086
8200,0.6280487804878049
8250,0.6277575757575757
8300,0.6278313253012048
8350,0.6283832335329341
8400,0.628452380952381
8450,0.6284023668639053
8500,0.6282352941176471
8550,0.6280701754385964
8600,0.6277906976744186
8650,0.6272832369942196
8700,0.6279310344827587
8750,0.628
8800,0.6284090909090909
8850,0.6284745762711864
8900,0.6292134831460674
8950,0.6287150837988826
9000,0.629
9050,0.6288397790055249
9100,0.6285714285714286
9150,0.6288524590163934
9200,0.6289130434782608
9250,0.6288648648648648
9300,0.6291397849462366
9350,0.6290909090909091
9400,0.6291489361702127
9450,0.6293121693121693
9500,0.628421052631579
9550,0.6282722513089005
9600,0.6285416666666667
9650,0.6281865284974093
9700,0.6285567010309279
9750,0.6281025641025642
9800,0.6278571428571429
9850,0.6282233502538072
9900,0.6282828282828283
9950,0.6288442211055276
10000,0.6286
