games,percentage
50,0.68
100,0.7
150,0.6666666666666666
200,0.665
250,0.656
300,0.6666666666666666
350,0.6628571428571428
400,0.65
450,0.6333333333333333
500,0.636
550,0.64
600,0.6433333333333333
650,0.6492307692307693
700,0.6514285714285715
750,0.6506666666666666
800,0.65
850,0.64
900,0.64
950,0.6347368421052632
1000,0.636
1050,0.6409523809523809
1100,0.639090909090909
1150,0.6365217391304347
1200,0.6316666666666667
1250,0.6256
1300,0.6261538461538462
1350,0.6259259259259259
1400,0.6285714285714286
1450,0.6255172413793103
1500,0.6253333333333333
1550,0.6225806451612903
1600,0.62125
1650,0.6212121212121212
1700,0.6217647058823529
1750,0.6205714285714286
1800,0.62
1850,0.6221621621621621
1900,0.6205263157894737
1950,0.6189743589743589
2000,0.6175
2050,0.6185365853658537
2100,0.6190476190476191
2150,0.6213953488372093
2200,0.6218181818181818
2250,0.6217777777777778
2300,0.6226086956521739
2350,0.6221276595744681
2400,0.6220833333333333
2450,0.623265306122449
2500,0.6228
2550,0.6227450980392157
2600,0.6211538461538462
2650,0.6215094339622641
2700,0.6225925925925926
2750,0.6214545454545455
2800,0.6210714285714286
2850,0.6192982456140351
2900,0.6182758620689656
2950,0.6172881355932204
3000,0.618
3050,0.6186885245901639
3100,0.6193548387096774
3150,0.6196825396825397
3200,0.62125
3250,0.6218461538461538
3300,0.6224242424242424
3350,0.6223880597014926
3400,0.6214705882352941
3450,0.6231884057971014
3500,0.6237142857142857
3550,0.6239436619718309
3600,0.6230555555555556
3650,0.6219178082191781
3700,0.6235135135135135
3750,0.6248
3800,0.6252631578947369
3850,0.6267532467532467
3900,0.6274358974358974
3950,0.6253164556962025
4000,0.62575
4050,0.6254320987654322
4100,0.6253658536585366
4150,0.6250602409638554
4200,0.6254761904761905
4250,0.6251764705882353
4300,0.6251162790697674
4350,0.6262068965517241
4400,0.6261363636363636
4450,0.6265168539325843
4500,0.6266666666666667
4550,0.625934065934066
4600,0.6269565217391304
4650,0.6277419354838709
4700,0.6285106382978723
4750,0.6282105263157894
4800,0.6297916666666666
4850,0.6292783505154639
4900,0.6295918367346939
4950,0.6305050505050505
5000,0.6298
5050,0.6302970297029703
5100,0.6311764705882353
5150,0.6310679611650486
5200,0.630576923076923
5250,0.6306666666666667
5300,0.6296226415094339
5350,0.6310280373831776
5400,0.6314814814814815
5450,0.6311926605504588
5500,0.6305454545454545
5550,0.6311711711711712
5600,0.6303571428571428
5650,0.6299115044247787
5700,0.63
5750,0.6293913043478261
5800,0.6289655172413793
5850,0.6287179487179487
5900,0.6286440677966102
5950,0.6299159663865547
6000,0.6301666666666667
6050,0.6294214876033057
6100,0.6298360655737705
6150,0.6292682926829268
6200,0.6283870967741936
6250,0.62944
6300,0.6296825396825397
6350,0.6296062992125985
6400,0.62875
6450,0.6293023255813953
6500,0.6290769230769231
6550,0.6287022900763358
6600,0.6290909090909091
6650,0.6288721804511278
6700,0.6286567164179104
6750,0.6287407407407407
6800,0.6289705882352942
6850,0.6291970802919709
6900,0.6285507246376811
6950,0.6286330935251798
7000,0.6284285714285714
7050,0.6285106382978723
7100,0.6281690140845071
7150,0.627972027972028
7200,0.6276388888888889
7250,0.628
7300,0.6282191780821917
7350,0.6282993197278911
7400,0.6286486486486487
7450,0.628993288590604
7500,0.6289333333333333
7550,0.6290066225165563
7600,0.6282894736842105
7650,0.6281045751633987
7700,0.6275324675324675
7750,0.6278709677419355
7800,0.6275641025641026
7850,0.627515923566879
7900,0.6269620253164557
7950,0.6271698113207547
8000,0.627375
8050,0.6273291925465838
8100,0.6271604938271605
8150,0.6277300613496932
8200,0.6279268292682927
8250,0.6273939393939394
8300,0.6274698795180723
8350,0.6275449101796408
8400,0.6279761904761905
8450,0.6280473372781065
8500,0.6272941176470588
8550,0.6267836257309941
8600,0.6267441860465116
8650,0.6264739884393064
8700,0.6266666666666667
8750,0.6264
8800,0.62625
8850,0.6264406779661017
8900,0.6264044943820225
8950,0.6265921787709497
9000,0.6263333333333333
9050,0.6266298342541436
9100,0.6267032967032967
9150,0.6267759562841531
9200,0.6266304347826087
9250,0.6264864864864865
9300,0.6265591397849463
9350,0.6264171122994653
9400,0.6256382978723404
9450,0.6258201058201058
9500,0.6251578947368421
9550,0.6254450261780105
9600,0.6257291666666667
9650,0.6258031088082902
9700,0.6250515463917525
9750,0.6248205128205129
9800,0.6241836734693877
9850,0.623756345177665
9900,0.6237373737373737
9950,0.6237185929648241
10000,0.623
